species;code;incubator;petridish;total;viable;viablePER;germPER;Mid_November;Wintergerm;Mid_June;Mid_September;t50lm;HS;coldstratgerm;Uncertainty
Agrostis tileni;250821-06;Fellfield;2;22;2;9.09;100;0;0;100;0;213.5;496.5;100;0
Agrostis tileni;250821-06;Fellfield;3;22;5;22.73;100;0;0;100;0;214.38;501;100;0.721
Agrostis tileni;250821-06;Fellfield;4;22;2;9.09;100;0;0;100;0;248.5;744;100;0
Agrostis tileni;250821-06;Snowbed;1;25;1;4;100;0;0;0;100;272;410;100;0
Agrostis tileni;250821-06;Snowbed;3;25;1;4;100;0;0;0;100;361;1634.5;100;0
Agrostis tileni;250821-06;Snowbed;4;25;3;12;100;0;0;0;100;272;410;100;0
Androsace villosa;300821-03;Fellfield;1;25;24;96;0;0;0;0;0;NA;NA;0;0
Androsace villosa;300821-03;Fellfield;2;25;25;100;0;0;0;0;0;NA;NA;0;0
Androsace villosa;300821-03;Fellfield;3;25;25;100;0;0;0;0;0;NA;NA;0;0
Androsace villosa;300821-03;Fellfield;4;25;24;96;0;0;0;0;0;NA;NA;0;0
Androsace villosa;300821-03;Snowbed;1;25;25;100;0;0;0;0;0;NA;NA;0;0
Androsace villosa;300821-03;Snowbed;2;25;24;96;0;0;0;0;0;NA;NA;0;0
Androsace villosa;300821-03;Snowbed;3;25;25;100;0;0;0;0;0;NA;NA;0;0
Androsace villosa;300821-03;Snowbed;4;25;25;100;0;0;0;0;0;NA;NA;0;0
Androsace villosa;310821-11;Fellfield;1;25;23;92;0;0;0;0;0;NA;NA;0;0
Androsace villosa;310821-11;Fellfield;2;25;22;88;0;0;0;0;0;NA;NA;0;0
Androsace villosa;310821-11;Fellfield;3;25;22;88;0;0;0;0;0;NA;NA;0;0
Androsace villosa;310821-11;Fellfield;4;25;23;92;0;0;0;0;0;NA;NA;0;0
Androsace villosa;310821-11;Snowbed;1;25;22;88;4.55;0;0;0;4.55;NA;NA;100;0
Androsace villosa;310821-11;Snowbed;2;25;22;88;0;0;0;0;0;NA;NA;0;0
Androsace villosa;310821-11;Snowbed;3;25;22;88;4.55;0;0;0;4.55;NA;NA;100;0
Androsace villosa;310821-11;Snowbed;4;25;21;84;0;0;0;0;0;NA;NA;0;0
Anthyllis vulneraria;300821-04;Fellfield;1;25;3;12;0;0;0;0;0;NA;NA;0;0
Anthyllis vulneraria;300821-04;Fellfield;2;25;3;12;0;0;0;0;0;NA;NA;0;0
Anthyllis vulneraria;300821-04;Fellfield;3;25;4;16;0;0;0;0;0;NA;NA;0;0
Anthyllis vulneraria;300821-04;Fellfield;4;25;3;12;33.33;33.33;0;0;0;NA;NA;0;0
Anthyllis vulneraria;300821-04;Snowbed;1;25;7;28;0;0;0;0;0;NA;NA;0;0
Anthyllis vulneraria;300821-04;Snowbed;2;25;8;32;12.5;12.5;0;0;0;NA;NA;0;0
Anthyllis vulneraria;300821-04;Snowbed;3;25;13;52;7.69;7.69;0;0;0;NA;NA;0;0
Anthyllis vulneraria;300821-04;Snowbed;4;25;7;28;0;0;0;0;0;NA;NA;0;0
Anthyllis vulneraria;310821-12;Fellfield;1;25;7;28;0;0;0;0;0;NA;NA;0;0
Anthyllis vulneraria;310821-12;Fellfield;2;25;6;24;0;0;0;0;0;NA;NA;0;0
Anthyllis vulneraria;310821-12;Fellfield;3;25;6;24;0;0;0;0;0;NA;NA;0;0
Anthyllis vulneraria;310821-12;Fellfield;4;25;5;20;40;20;0;0;20;NA;NA;50;1
Anthyllis vulneraria;310821-12;Snowbed;1;25;14;56;0;0;0;0;0;NA;NA;0;0
Anthyllis vulneraria;310821-12;Snowbed;2;25;5;20;0;0;0;0;0;NA;NA;0;0
Anthyllis vulneraria;310821-12;Snowbed;3;25;11;44;0;0;0;0;0;NA;NA;0;0
Anthyllis vulneraria;310821-12;Snowbed;4;25;10;40;0;0;0;0;0;NA;NA;0;0
Arenaria erinacea;300821-08;Fellfield;1;25;25;100;28;28;0;0;0;NA;NA;0;0.985
Arenaria erinacea;300821-08;Fellfield;2;25;24;96;25;25;0;0;0;NA;NA;0;1.459
Arenaria erinacea;300821-08;Fellfield;3;24;23;95.83;21.74;21.74;0;0;0;NA;NA;0;0.971
Arenaria erinacea;300821-08;Fellfield;4;25;25;100;16;16;0;0;0;NA;NA;0;1
Arenaria erinacea;300821-08;Snowbed;1;25;24;96;0;0;0;0;0;NA;NA;0;0
Arenaria erinacea;300821-08;Snowbed;2;25;25;100;4;0;0;0;4;NA;NA;100;0
Arenaria erinacea;300821-08;Snowbed;3;25;25;100;4;4;0;0;0;NA;NA;0;0
Arenaria erinacea;300821-08;Snowbed;4;25;23;92;4.35;4.35;0;0;0;NA;NA;0;0
Arenaria moehringioides;140921-02;Fellfield;1;20;19;95;47.37;0;0;42.11;5.26;NA;NA;100;2.503
Arenaria moehringioides;140921-02;Fellfield;2;20;18;90;50;0;0;38.89;11.11;272;1076.5;100;2.059
Arenaria moehringioides;140921-02;Fellfield;3;20;15;75;40;13.33;0;26.67;0;NA;NA;66.68;1.918
Arenaria moehringioides;140921-02;Snowbed;1;20;14;70;42.86;0;21.43;0;21.43;NA;NA;100;1.792
Arenaria moehringioides;140921-02;Snowbed;2;20;16;80;18.75;0;12.5;0;6.25;NA;NA;100;0.918
Arenaria moehringioides;140921-02;Snowbed;3;20;14;70;50;0;21.43;0;28.57;294;783.5;100;2.522
Armeria cantabrica;130921-15;Fellfield;1;25;21;84;80.95;4.76;0;19.05;57.14;281.17;1223.5;94.12;3.293
Armeria cantabrica;130921-15;Fellfield;2;21;17;80.95;100;0;0;29.41;70.59;241.8;674.5;100;1.736
Armeria cantabrica;130921-15;Fellfield;3;22;17;77.27;100;0;0;70.59;29.41;222.9;452.5;100;2.89
Armeria cantabrica;130921-15;Fellfield;4;23;16;69.57;93.75;0;0;31.25;62.5;261.75;972;100;2.923
Armeria cantabrica;130921-15;Snowbed;1;25;23;92;95.65;0;34.78;4.35;56.52;273.83;468.5;100;2.607
Armeria cantabrica;130921-15;Snowbed;2;24;19;79.17;100;0;0;0;100;285;753;100;2.866
Armeria cantabrica;130921-15;Snowbed;3;23;19;82.61;84.21;0;5.26;0;78.95;280.25;675.5;100;2.656
Armeria cantabrica;130921-15;Snowbed;4;25;17;68;100;0;17.65;0;82.35;256.94;335;100;2.012
Armeria cantabrica;140921-07;Fellfield;1;11;4;36.36;100;0;0;75;25;224.5;473.5;100;1.5
Armeria cantabrica;140921-07;Snowbed;1;11;3;27.27;100;0;0;0;100;282;618.5;100;1.585
Armeria duriaei;240821-01;Fellfield;1;25;22;88;100;100;0;0;0;8.11;118;0;0.7
Armeria duriaei;240821-01;Fellfield;2;25;22;88;100;100;0;0;0;7.7;104;0;0.439
Armeria duriaei;240821-01;Fellfield;3;25;24;96;100;100;0;0;0;7.3;104;0;0.25
Armeria duriaei;240821-01;Fellfield;4;25;20;80;100;100;0;0;0;7;104;0;0
Armeria duriaei;240821-01;Snowbed;1;25;21;84;95.24;80.95;0;0;14.29;25;231.5;15;1.59
Armeria duriaei;240821-01;Snowbed;2;25;22;88;100;90.91;0;0;9.09;11.85;121;9.09;1.477
Armeria duriaei;240821-01;Snowbed;3;25;23;92;100;100;0;0;0;7.32;81;0;0.258
Armeria duriaei;240821-01;Snowbed;4;25;22;88;100;100;0;0;0;7.33;81;0;0.267
Armeria duriaei;250821-01;Fellfield;1;25;19;76;100;100;0;0;0;7.6;92;0;0.742
Armeria duriaei;250821-01;Fellfield;2;25;20;80;100;100;0;0;0;6.32;79.5;0;0.286
Armeria duriaei;250821-01;Fellfield;3;24;20;83.33;100;95;0;0;5;6.67;79.5;5;0.569
Armeria duriaei;250821-01;Fellfield;4;25;23;92;100;100;0;0;0;7.67;92;0;0.755
Armeria duriaei;250821-01;Snowbed;1;25;18;72;94.44;77.78;11.11;0;5.56;28.36;216.5;17.64;1.452
Armeria duriaei;250821-01;Snowbed;2;24;20;83.33;100;95;0;0;5;7.5;65.5;5;0.884
Armeria duriaei;250821-01;Snowbed;3;25;23;92;100;100;0;0;0;16.67;136;0;0.932
Armeria duriaei;250821-01;Snowbed;4;25;23;92;100;100;0;0;0;17.63;143.5;0;0.887
Carex sempervirens;130921-02;Fellfield;1;25;20;80;100;0;0;85;15;248.2;729;100;1.923
Carex sempervirens;130921-02;Fellfield;2;25;20;80;100;0;0;95;5;237;615;100;1.461
Carex sempervirens;130921-02;Fellfield;3;25;14;56;92.86;0;0;92.86;0;246.33;707;100;0.89
Carex sempervirens;130921-02;Fellfield;4;24;12;50;100;0;0;83.33;16.67;236;605.5;100;1.551
Carex sempervirens;130921-02;Snowbed;1;25;21;84;100;0;0;0;100;279.9;507;100;1.28
Carex sempervirens;130921-02;Snowbed;2;25;20;80;100;0;0;0;100;282;547.5;100;1.361
Carex sempervirens;130921-02;Snowbed;3;23;20;86.96;100;0;0;0;100;284.8;574.5;100;0.992
Carex sempervirens;130921-02;Snowbed;4;17;12;70.59;91.67;0;0;0;91.67;281;534;100;1.241
Carex sempervirens;310821-13;Fellfield;1;25;24;96;100;0;0;83.33;16.67;250;756;100;2.517
Carex sempervirens;310821-13;Fellfield;2;25;22;88;100;0;0;95.45;4.55;246.83;714;100;2.065
Carex sempervirens;310821-13;Fellfield;3;25;25;100;100;0;0;96;4;248.58;734;100;2.072
Carex sempervirens;310821-13;Fellfield;4;25;19;76;100;0;0;100;0;245.9;704;100;1.557
Carex sempervirens;310821-13;Snowbed;1;25;23;92;100;0;0;0;100;281.83;516;100;0.426
Carex sempervirens;310821-13;Snowbed;2;25;18;72;100;0;0;0;100;290;634.5;100;1.542
Carex sempervirens;310821-13;Snowbed;3;25;25;100;100;0;0;0;100;281.98;516;100;0.064
Carex sempervirens;310821-13;Snowbed;4;24;20;83.33;100;0;0;0;100;281.68;516;100;0.286
Cerastium sp;150721-05;Fellfield;1;25;25;100;24;24;0;0;0;NA;NA;0;0
Cerastium sp;150721-05;Fellfield;2;25;21;84;14.29;14.29;0;0;0;NA;NA;0;0
Cerastium sp;150721-05;Fellfield;3;25;24;96;12.5;12.5;0;0;0;NA;NA;0;0
Cerastium sp;150721-05;Fellfield;4;25;25;100;32;32;0;0;0;NA;NA;0;0
Cerastium sp;150721-05;Snowbed;1;25;25;100;20;20;0;0;0;NA;NA;0;0
Cerastium sp;150721-05;Snowbed;2;25;25;100;20;20;0;0;0;NA;NA;0;0.971
Cerastium sp;150721-05;Snowbed;3;25;25;100;16;16;0;0;0;NA;NA;0;0
Cerastium sp;150721-05;Snowbed;4;25;23;92;26.09;26.09;0;0;0;NA;NA;0;1
Cerastium sp;280721-02;Fellfield;1;25;24;96;83.33;83.33;0;0;0;54.53;881;0;0.811
Cerastium sp;280721-02;Fellfield;2;25;24;96;79.17;75;0;0;4.17;41;694;5.27;1.167
Cerastium sp;280721-02;Fellfield;3;25;22;88;77.27;77.27;0;0;0;45.14;758;0;0.977
Cerastium sp;280721-02;Fellfield;4;25;18;72;100;100;0;0;0;54.65;881;0;0.31
Cerastium sp;280721-02;Snowbed;1;25;23;92;73.91;73.91;0;0;0;52.28;810.5;0;0.998
Cerastium sp;280721-02;Snowbed;2;25;20;80;100;100;0;0;0;43.64;711;0;0.993
Cerastium sp;280721-02;Snowbed;3;25;24;96;83.33;83.33;0;0;0;46.8;747.5;0;1
Cerastium sp;280721-02;Snowbed;4;25;19;76;94.74;94.74;0;0;0;49.46;779;0;0.918
Conopodium majus;240821-03;Fellfield;1;25;6;24;83.33;0;33.33;50;0;216.5;615;100;1.522
Conopodium majus;240821-03;Fellfield;2;25;6;24;100;0;50;50;0;213;604.5;100;1.459
Conopodium majus;240821-03;Fellfield;3;25;12;48;100;0;83.33;16.67;0;210.2;597;100;0.817
Conopodium majus;240821-03;Fellfield;4;24;4;16.67;100;0;75;25;0;210.67;597;100;0.811
Conopodium majus;240821-03;Snowbed;1;25;10;40;100;0;100;0;0;242.5;406.5;100;0
Conopodium majus;240821-03;Snowbed;2;25;12;48;100;0;100;0;0;242.5;406.5;100;0
Conopodium majus;240821-03;Snowbed;3;25;16;64;100;0;100;0;0;242.5;406.5;100;0
Conopodium majus;240821-03;Snowbed;4;25;15;60;100;0;93.33;0;6.67;242.54;406.5;100;0.353
Conopodium majus;250821-04;Fellfield;1;25;12;48;100;0;100;0;0;202.5;490.5;100;0
Conopodium majus;250821-04;Fellfield;2;25;12;48;100;0;100;0;0;202.5;490.5;100;0
Conopodium majus;250821-04;Fellfield;3;25;15;60;100;0;100;0;0;202.5;490.5;100;0
Conopodium majus;250821-04;Fellfield;4;25;17;68;100;0;88.24;11.76;0;202.97;490.5;100;0.64
Conopodium majus;250821-04;Snowbed;1;25;16;64;93.75;0;93.75;0;0;235.53;325.5;100;0
Conopodium majus;250821-04;Snowbed;2;25;18;72;100;0;100;0;0;235.5;325.5;100;0
Conopodium majus;250821-04;Snowbed;3;25;16;64;100;0;100;0;0;235.5;325.5;100;0
Conopodium majus;250821-04;Snowbed;4;25;14;56;100;0;100;0;0;235.5;325.5;100;0
Dethawia splendens;310821-07;Fellfield;1;20;13;65;84.62;0;0;84.62;0;225.25;526;100;1.868
Dethawia splendens;310821-07;Fellfield;2;20;17;85;100;0;11.76;88.24;0;210.38;451;100;2.278
Dethawia splendens;310821-07;Fellfield;3;19;14;73.68;100;0;7.14;92.86;0;208;442;100;1.832
Dethawia splendens;310821-07;Fellfield;4;20;15;75;93.33;0;13.33;80;0;208.1;442;100;2.121
Dethawia splendens;310821-07;Snowbed;1;19;12;63.16;100;0;100;0;0;228.6;260;100;0.65
Dethawia splendens;310821-07;Snowbed;2;18;13;72.22;100;0;100;0;0;228.59;260;100;0.619
Dethawia splendens;310821-07;Snowbed;3;20;14;70;100;0;100;0;0;228.54;260;100;0.371
Dethawia splendens;310821-07;Snowbed;4;19;10;52.63;100;0;60;30;10;236;261;100;2.446
Dianthus langeanus;110821-01;Fellfield;1;25;25;100;100;96;0;4;0;5;83;4;1.159
Dianthus langeanus;110821-01;Fellfield;2;25;24;96;100;100;0;0;0;3.13;51;0;0.25
Dianthus langeanus;110821-01;Fellfield;3;25;25;100;100;100;0;0;0;3.13;51;0;0.242
Dianthus langeanus;110821-01;Fellfield;4;25;25;100;100;100;0;0;0;3.57;51;0;0.634
Dianthus langeanus;110821-01;Snowbed;1;25;25;100;100;100;0;0;0;3.13;51;0;0.242
Dianthus langeanus;110821-01;Snowbed;2;25;23;92;100;100;0;0;0;3.83;51;0;0.755
Dianthus langeanus;110821-01;Snowbed;3;25;22;88;100;100;0;0;0;3;51;0;0
Dianthus langeanus;110821-01;Snowbed;4;25;25;100;100;100;0;0;0;3.13;51;0;0.242
Dianthus langeanus;120821-02;Fellfield;1;25;25;100;100;100;0;0;0;4.69;67;0;1.124
Dianthus langeanus;120821-02;Fellfield;2;25;24;96;100;100;0;0;0;3.79;51;0;0.89
Dianthus langeanus;120821-02;Fellfield;3;25;25;100;100;100;0;0;0;3.13;51;0;0.242
Dianthus langeanus;120821-02;Fellfield;4;25;25;100;100;100;0;0;0;3.26;51;0;0.402
Dianthus langeanus;120821-02;Snowbed;1;25;24;96;100;87.5;12.5;0;0;17.6;215.5;12.5;1.919
Dianthus langeanus;120821-02;Snowbed;2;25;25;100;100;100;0;0;0;3.57;51;0;0.634
Dianthus langeanus;120821-02;Snowbed;3;25;25;100;100;92;8;0;0;5;77;8;1.26
Dianthus langeanus;120821-02;Snowbed;4;25;23;92;100;100;0;0;0;3.83;51;0;0.755
Erigeron alpinus;310821-15;Fellfield;1;25;24;96;100;0;0;100;0;223;489;100;1.406
Erigeron alpinus;310821-15;Fellfield;2;25;25;100;100;0;0;100;0;213.5;433.5;100;2.016
Erigeron alpinus;310821-15;Fellfield;3;25;25;100;100;0;0;100;0;221.25;477;100;2.148
Erigeron alpinus;310821-15;Fellfield;4;25;24;96;100;0;0;100;0;221.25;477;100;1.807
Erigeron alpinus;310821-15;Snowbed;1;25;25;100;100;0;8;16;76;265.2;349.5;100;2.104
Erigeron alpinus;310821-15;Snowbed;2;25;24;96;100;0;0;25;75;262.82;330;100;1.206
Erigeron alpinus;310821-15;Snowbed;3;25;25;100;100;0;4;44;52;260.4;317;100;1.713
Erigeron alpinus;310821-15;Snowbed;4;25;25;100;100;0;0;68;32;258.15;304;100;0.904
Euphrasia salisburgensis;011021-01;Fellfield;1;25;25;100;0;0;0;0;0;NA;NA;0;0
Euphrasia salisburgensis;011021-01;Fellfield;2;25;25;100;4;0;0;4;0;NA;NA;100;0
Euphrasia salisburgensis;011021-01;Fellfield;3;25;25;100;0;0;0;0;0;NA;NA;0;0
Euphrasia salisburgensis;011021-01;Fellfield;4;25;25;100;0;0;0;0;0;NA;NA;0;0
Euphrasia salisburgensis;011021-01;Snowbed;1;25;25;100;4;0;4;0;0;NA;NA;100;0
Euphrasia salisburgensis;011021-01;Snowbed;2;25;25;100;0;0;0;0;0;NA;NA;0;0
Euphrasia salisburgensis;011021-01;Snowbed;3;25;25;100;0;0;0;0;0;NA;NA;0;0
Euphrasia salisburgensis;011021-01;Snowbed;4;25;25;100;0;0;0;0;0;NA;NA;0;0
Euphrasia salisburgensis;300921-01;Fellfield;1;25;24;96;0;0;0;0;0;NA;NA;0;0
Euphrasia salisburgensis;300921-01;Fellfield;2;25;25;100;4;0;0;0;4;NA;NA;100;0
Euphrasia salisburgensis;300921-01;Fellfield;3;25;24;96;4.17;0;0;0;4.17;NA;NA;100;0
Euphrasia salisburgensis;300921-01;Fellfield;4;25;23;92;0;0;0;0;0;NA;NA;0;0
Euphrasia salisburgensis;300921-01;Snowbed;1;25;24;96;0;0;0;0;0;NA;NA;0;0
Euphrasia salisburgensis;300921-01;Snowbed;2;25;25;100;0;0;0;0;0;NA;NA;0;0
Euphrasia salisburgensis;300921-01;Snowbed;3;25;25;100;0;0;0;0;0;NA;NA;0;0
Euphrasia salisburgensis;300921-01;Snowbed;4;25;25;100;0;0;0;0;0;NA;NA;0;0
Festuca hystrix;130921-16;Fellfield;1;20;17;85;100;94.12;0;5.88;0;19.52;174;5.88;0.64
Festuca hystrix;130921-16;Snowbed;1;20;19;95;73.68;42.11;15.79;0;15.79;217;168;42.85;1.753
Festuca hystrix;300821-01;Fellfield;1;14;8;57.14;100;100;0;0;0;10.67;121;0;0.811
Festuca hystrix;300821-01;Snowbed;1;14;4;28.57;100;100;0;0;0;28.67;199;0;0.811
Festuca rubra;310821-02;Fellfield;1;25;1;4;100;0;0;100;0;239.5;651;100;0
Festuca summilusitana;240821-02;Fellfield;1;25;17;68;100;100;0;0;0;15.11;192;0;0.998
Festuca summilusitana;240821-02;Fellfield;2;25;17;68;100;100;0;0;0;10.82;132.5;0;1.166
Festuca summilusitana;240821-02;Fellfield;3;25;15;60;100;100;0;0;0;11.67;145;0;0.971
Festuca summilusitana;240821-02;Fellfield;4;25;10;40;100;100;0;0;0;19.71;238;0;0.881
Festuca summilusitana;240821-02;Snowbed;1;25;14;56;100;100;0;0;0;24.77;199.5;0;0.371
Festuca summilusitana;240821-02;Snowbed;2;24;16;66.67;100;93.75;6.25;0;0;24.77;199.5;6.25;0.993
Festuca summilusitana;240821-02;Snowbed;3;25;11;44;100;100;0;0;0;16;142;0;1.346
Festuca summilusitana;240821-02;Snowbed;4;25;18;72;100;100;0;0;0;23.41;192.5;0;0.31
Festuca summilusitana;250821-02;Fellfield;1;25;13;52;100;100;0;0;0;21;254;0;0.991
Festuca summilusitana;250821-02;Fellfield;2;25;12;48;100;100;0;0;0;22.91;265;0;0.414
Festuca summilusitana;250821-02;Fellfield;3;25;8;32;100;100;0;0;0;24;287;0;1.299
Festuca summilusitana;250821-02;Fellfield;4;25;9;36;100;100;0;0;0;22;265;0;0.986
Festuca summilusitana;250821-02;Snowbed;1;25;14;56;100;85.71;7.14;0;7.14;26;204.5;14.29;1.292
Festuca summilusitana;250821-02;Snowbed;2;25;15;60;100;100;0;0;0;22.71;178.5;0;0.353
Festuca summilusitana;250821-02;Snowbed;3;23;7;30.43;100;85.71;0;0;14.29;24.5;192.5;14.29;1.664
Festuca summilusitana;250821-02;Snowbed;4;25;12;48;100;91.67;0;0;8.33;22.91;178.5;8.33;0.414
Gentiana verna;130921-06;Fellfield;1;25;14;56;14.29;0;0;14.29;0;NA;NA;100;0
Gentiana verna;130921-06;Fellfield;2;25;17;68;29.41;0;0;29.41;0;NA;NA;100;1.922
Gentiana verna;130921-06;Fellfield;3;25;9;36;11.11;0;0;11.11;0;NA;NA;100;0
Gentiana verna;130921-06;Fellfield;4;25;16;64;6.25;0;0;6.25;0;NA;NA;100;0
Gentiana verna;130921-06;Snowbed;1;25;15;60;20;0;13.33;6.67;0;NA;NA;100;0.918
Gentiana verna;130921-06;Snowbed;2;25;17;68;35.29;0;29.41;0;5.88;NA;NA;100;0.65
Gentiana verna;130921-06;Snowbed;3;25;21;84;4.76;0;4.76;0;0;NA;NA;100;0
Gentiana verna;130921-06;Snowbed;4;23;15;65.22;6.67;0;6.67;0;0;NA;NA;100;0
Gentiana verna;140921-06;Fellfield;1;25;20;80;0;0;0;0;0;NA;NA;0;0
Gentiana verna;140921-06;Fellfield;2;24;17;70.83;5.88;0;0;5.88;0;NA;NA;100;0
Gentiana verna;140921-06;Fellfield;3;25;17;68;0;0;0;0;0;NA;NA;0;0
Gentiana verna;140921-06;Fellfield;4;25;21;84;0;0;0;0;0;NA;NA;0;0
Gentiana verna;140921-06;Snowbed;1;25;19;76;0;0;0;0;0;NA;NA;0;0
Gentiana verna;140921-06;Snowbed;2;25;19;76;5.26;0;5.26;0;0;NA;NA;100;0
Gentiana verna;140921-06;Snowbed;3;25;21;84;0;0;0;0;0;NA;NA;0;0
Gentiana verna;140921-06;Snowbed;4;25;19;76;0;0;0;0;0;NA;NA;0;0
Gentianella campestris;300921-03;Fellfield;1;25;25;100;0;0;0;0;0;NA;NA;0;0
Gentianella campestris;300921-03;Fellfield;2;25;25;100;0;0;0;0;0;NA;NA;0;0
Gentianella campestris;300921-03;Fellfield;3;25;22;88;0;0;0;0;0;NA;NA;0;0
Gentianella campestris;300921-03;Fellfield;4;25;25;100;0;0;0;0;0;NA;NA;0;0
Gentianella campestris;300921-03;Snowbed;1;25;25;100;0;0;0;0;0;NA;NA;0;0
Gentianella campestris;300921-03;Snowbed;2;25;25;100;0;0;0;0;0;NA;NA;0;0
Gentianella campestris;300921-03;Snowbed;3;25;25;100;0;0;0;0;0;NA;NA;0;0
Gentianella campestris;300921-03;Snowbed;4;25;25;100;0;0;0;0;0;NA;NA;0;0
Gypsophila repens;300821-10;Fellfield;1;25;15;60;100;13.33;0;66.67;20;233.5;597;86.67;2.33
Gypsophila repens;300821-10;Fellfield;2;25;10;40;100;30;0;70;0;229;563;70;1.846
Gypsophila repens;300821-10;Fellfield;3;25;15;60;100;13.33;0;80;6.67;237.75;632;86.67;3.057
Gypsophila repens;300821-10;Fellfield;4;23;18;78.26;77.78;27.78;0;44.44;5.56;236;622.5;64.28;2.067
Gypsophila repens;300821-10;Snowbed;1;23;20;86.96;100;0;0;0;100;296.88;711.5;100;0.61
Gypsophila repens;300821-10;Snowbed;2;25;14;56;100;0;0;0;100;287.88;584;100;1.264
Gypsophila repens;300821-10;Snowbed;3;25;19;76;100;0;0;0;100;284.08;545;100;1.581
Gypsophila repens;300821-10;Snowbed;4;25;20;80;100;0;0;0;100;277.53;462.5;100;0.748
Gypsophila repens;310821-08;Fellfield;1;25;23;92;100;8.7;0;86.96;4.35;229.63;555;91.3;2.131
Gypsophila repens;310821-08;Fellfield;2;25;24;96;100;0;0;91.67;8.33;229.5;555;100;1.797
Gypsophila repens;310821-08;Fellfield;3;25;23;92;95.65;34.78;0;56.52;4.35;217.38;482.5;63.64;2.309
Gypsophila repens;310821-08;Fellfield;4;25;22;88;100;13.64;0;72.73;13.64;229.33;555;86.36;2.423
Gypsophila repens;310821-08;Snowbed;1;25;25;100;92;0;4;0;88;281.5;516;100;2.143
Gypsophila repens;310821-08;Snowbed;2;25;24;96;100;4.17;8.33;4.17;83.33;274.73;435;95.83;2.385
Gypsophila repens;310821-08;Snowbed;3;25;24;96;95.83;4.17;0;0;91.67;277.14;468;95.65;2.453
Gypsophila repens;310821-08;Snowbed;4;25;22;88;100;0;4.55;4.54;90.91;274.77;435;100;1.966
Helianthemum canum;300821-05;Fellfield;1;25;23;92;30.43;13.04;0;8.7;8.7;NA;NA;57.15;2.522
Helianthemum canum;300821-05;Fellfield;2;25;18;72;50;33.33;0;16.67;0;237;635;33.34;0.918
Helianthemum canum;300821-05;Fellfield;3;25;22;88;50;40.91;0;4.55;4.55;321;1853;18.18;1.278
