species;code;incubator;petridish;total;viable;viablePER;seeds_germ;germPER;Mid_nov;Winter_germ;spring_germ;summer_germ;Mid_june;Mid_sep;datesow;datelast;t50lm;date50;HS;coldstratgerm;Uncertainty
Dianthus langeanus;120821-02;Fellfield;2;25;24;96;24;100;100;0;0;0;0;0;03/09/2021;05/11/2021;3.789473684;05/09/2021;51;0;0.89
Dianthus langeanus;120821-02;Fellfield;3;25;25;100;25;100;100;0;0;0;0;0;03/09/2021;08/10/2021;3.125;05/09/2021;51;0;0.242
Dianthus langeanus;120821-02;Fellfield;4;25;25;100;25;100;100;0;0;0;0;0;03/09/2021;08/10/2021;3.260869565;05/09/2021;51;0;0.402
Dianthus langeanus;120821-02;Snowbed;1;25;24;96;24;100;87.5;12.5;0;0;0;0;03/09/2021;18/05/2022;17.6;19/09/2021;215.5;12.5;1.919
Dianthus langeanus;120821-02;Snowbed;2;25;25;100;25;100;100;0;0;0;0;0;03/09/2021;08/10/2021;3.571428571;05/09/2021;51;0;0.634
Dianthus langeanus;120821-02;Snowbed;3;25;25;100;25;100;92;8;0;0;0;0;03/09/2021;11/05/2022;5;07/09/2021;77;8;1.26
Dianthus langeanus;120821-02;Snowbed;4;25;23;92;23;100;100;0;0;0;0;0;03/09/2021;08/10/2021;3.833333333;05/09/2021;51;0;0.755
Erigeron alpinus;310821-15;Fellfield;1;25;24;96;24;100;0;0;100;0;100;0;28/09/2021;23/05/2022;223;08/05/2022;489;100;1.406
Erigeron alpinus;310821-15;Fellfield;2;25;25;100;25;100;0;0;100;0;100;0;28/09/2021;16/05/2022;213.5;28/04/2022;433.5;100;2.016
Erigeron alpinus;310821-15;Fellfield;3;25;25;100;25;100;0;0;100;0;100;0;28/09/2021;23/05/2022;221.25;06/05/2022;477;100;2.148
Erigeron alpinus;310821-15;Fellfield;4;25;24;96;24;100;0;0;100;0;100;0;28/09/2021;23/05/2022;221.25;06/05/2022;477;100;1.807
Erigeron alpinus;310821-15;Snowbed;1;25;25;100;25;100;0;8;80;12;16;76;28/09/2021;06/07/2022;265.2;19/06/2022;349.5;100;2.104
Erigeron alpinus;310821-15;Snowbed;2;25;24;96;24;100;0;0;95.83;4.17;25;75;28/09/2021;06/07/2022;262.8235294;16/06/2022;330;100;1.206
Erigeron alpinus;310821-15;Snowbed;3;25;25;100;25;100;0;4;92;4;44;52;28/09/2021;13/07/2022;260.4;14/06/2022;317;100;1.713
Erigeron alpinus;310821-15;Snowbed;4;25;25;100;25;100;0;0;100;0;68;32;28/09/2021;23/06/2022;258.1470588;12/06/2022;304;100;0.904
Euphrasia salisburgensis;011021-01;Fellfield;1;25;25;100;0;0;0;0;0;0;0;0;13/10/2021;19/09/2022;NA;NA;NA;0;0
Euphrasia salisburgensis;011021-01;Fellfield;2;25;25;100;1;4;0;0;4;0;4;0;13/10/2021;19/09/2022;NA;NA;NA;100;0
Euphrasia salisburgensis;011021-01;Fellfield;3;25;25;100;0;0;0;0;0;0;0;0;13/10/2021;19/09/2022;NA;NA;NA;0;0
Euphrasia salisburgensis;011021-01;Fellfield;4;25;25;100;0;0;0;0;0;0;0;0;13/10/2021;19/09/2022;NA;NA;NA;0;0
Euphrasia salisburgensis;011021-01;Snowbed;1;25;25;100;1;4;0;4;0;0;0;0;13/10/2021;19/09/2022;NA;NA;NA;100;0
Euphrasia salisburgensis;011021-01;Snowbed;2;25;25;100;0;0;0;0;0;0;0;0;13/10/2021;19/09/2022;NA;NA;NA;0;0
Euphrasia salisburgensis;011021-01;Snowbed;3;25;25;100;0;0;0;0;0;0;0;0;13/10/2021;19/09/2022;NA;NA;NA;0;0
Euphrasia salisburgensis;011021-01;Snowbed;4;25;25;100;0;0;0;0;0;0;0;0;13/10/2021;19/09/2022;NA;NA;NA;0;0
Euphrasia salisburgensis;300921-01;Fellfield;1;25;24;96;0;0;0;0;0;0;0;0;13/10/2021;19/09/2022;NA;NA;NA;0;0
Euphrasia salisburgensis;300921-01;Fellfield;2;25;25;100;1;4;0;0;0;0;0;4;13/10/2021;19/09/2022;NA;NA;NA;100;0
Euphrasia salisburgensis;300921-01;Fellfield;3;25;24;96;1;4.17;0;0;0;0;0;4.17;13/10/2021;19/09/2022;NA;NA;NA;100;0
Euphrasia salisburgensis;300921-01;Fellfield;4;25;23;92;0;0;0;0;0;0;0;0;13/10/2021;19/09/2022;NA;NA;NA;0;0
Euphrasia salisburgensis;300921-01;Snowbed;1;25;24;96;0;0;0;0;0;0;0;0;13/10/2021;19/09/2022;NA;NA;NA;0;0
Euphrasia salisburgensis;300921-01;Snowbed;2;25;25;100;0;0;0;0;0;0;0;0;13/10/2021;19/09/2022;NA;NA;NA;0;0
Euphrasia salisburgensis;300921-01;Snowbed;3;25;25;100;0;0;0;0;0;0;0;0;13/10/2021;19/09/2022;NA;NA;NA;0;0
Euphrasia salisburgensis;300921-01;Snowbed;4;25;25;100;0;0;0;0;0;0;0;0;13/10/2021;19/09/2022;NA;NA;NA;0;0
Festuca hystrix;130921-16;Fellfield;1;20;17;85;17;100;94.12;0;5.88;5.88;5.88;0;06/10/2021;31/05/2022;19.52083333;24/10/2021;174;5.88;0.64
Festuca hystrix;130921-16;Snowbed;1;20;19;95;14;73.68;42.11;15.79;0;15.79;0;15.79;06/10/2021;19/09/2022;217;10/05/2022;168;42.85;1.753
Festuca hystrix;300821-01;Fellfield;1;14;8;57.14;8;100;100;0;0;0;0;0;21/09/2021;26/10/2021;10.66666667;30/09/2021;121;0;0.811
Festuca hystrix;300821-01;Snowbed;1;14;4;28.57;4;100;100;0;0;0;0;0;21/09/2021;08/11/2021;28.66666667;18/10/2021;199;0;0.811
Festuca rubra;310821-02;Fellfield;1;25;1;4;1;100;0;0;100;0;100;0;22/09/2021;23/05/2022;239.5;18/05/2022;651;100;0
Festuca summilusitana;240821-02;Fellfield;1;25;17;68;17;100;100;0;0;0;0;0;15/09/2021;19/10/2021;15.11111111;29/09/2021;192;0;0.998
Festuca summilusitana;240821-02;Fellfield;2;25;17;68;17;100;100;0;0;0;0;0;15/09/2021;08/11/2021;10.81818182;24/09/2021;132.5;0;1.166
Festuca summilusitana;240821-02;Fellfield;3;25;15;60;15;100;100;0;0;0;0;0;15/09/2021;19/10/2021;11.66666667;25/09/2021;145;0;0.971
Festuca summilusitana;240821-02;Fellfield;4;25;10;40;10;100;100;0;0;0;0;0;15/09/2021;19/10/2021;19.71428571;03/10/2021;238;0;0.881
Festuca summilusitana;240821-02;Snowbed;1;25;14;56;14;100;100;0;0;0;0;0;15/09/2021;08/11/2021;24.76923077;08/10/2021;199.5;0;0.371
Festuca summilusitana;240821-02;Snowbed;2;24;16;66.67;16;100;93.75;6.25;0;0;0;0;15/09/2021;11/05/2022;24.76923077;08/10/2021;199.5;6.25;0.993
Festuca summilusitana;240821-02;Snowbed;3;25;11;44;11;100;100;0;0;0;0;0;15/09/2021;08/11/2021;16;30/09/2021;142;0;1.346
Festuca summilusitana;240821-02;Snowbed;4;25;18;72;18;100;100;0;0;0;0;0;15/09/2021;19/10/2021;23.41176471;07/10/2021;192.5;0;0.31
Festuca summilusitana;250821-02;Fellfield;1;25;13;52;13;100;100;0;0;0;0;0;17/09/2021;08/11/2021;21;07/10/2021;254;0;0.991
Festuca summilusitana;250821-02;Fellfield;2;25;12;48;12;100;100;0;0;0;0;0;17/09/2021;08/11/2021;22.90909091;08/10/2021;265;0;0.414
Festuca summilusitana;250821-02;Fellfield;3;25;8;32;8;100;100;0;0;0;0;0;17/09/2021;08/11/2021;24;10/10/2021;287;0;1.299
Festuca summilusitana;250821-02;Fellfield;4;25;9;36;9;100;100;0;0;0;0;0;17/09/2021;08/11/2021;22;08/10/2021;265;0;0.986
Festuca summilusitana;250821-02;Snowbed;1;25;14;56;14;100;85.71;7.14;7.14;0;0;7.14;17/09/2021;23/06/2022;26;12/10/2021;204.5;14.29;1.292
Festuca summilusitana;250821-02;Snowbed;2;25;15;60;15;100;100;0;0;0;0;0;17/09/2021;08/11/2021;22.71428571;08/10/2021;178.5;0;0.353
Festuca summilusitana;250821-02;Snowbed;3;23;7;30.43;7;100;85.71;0;0;14.29;0;14.29;17/09/2021;13/07/2022;24.5;10/10/2021;192.5;14.29;1.664
Festuca summilusitana;250821-02;Snowbed;4;25;12;48;12;100;91.67;0;0;8.33;0;8.33;17/09/2021;08/08/2022;22.90909091;08/10/2021;178.5;8.33;0.414
Gentiana verna;130921-06;Fellfield;1;25;14;56;2;14.29;0;0;14.29;0;14.29;0;29/09/2021;19/09/2022;NA;NA;NA;100;0
Gentiana verna;130921-06;Fellfield;2;25;17;68;5;29.41;0;0;29.41;0;29.41;0;29/09/2021;19/09/2022;NA;NA;NA;100;1.922
Gentiana verna;130921-06;Fellfield;3;25;9;36;1;11.11;0;0;11.11;0;11.11;0;29/09/2021;19/09/2022;NA;NA;NA;100;0
Gentiana verna;130921-06;Fellfield;4;25;16;64;1;6.25;0;0;6.25;0;6.25;0;29/09/2021;19/09/2022;NA;NA;NA;100;0
Gentiana verna;130921-06;Snowbed;1;25;15;60;3;20;0;13.33;6.67;0;6.67;0;29/09/2021;19/09/2022;NA;NA;NA;100;0.918
Gentiana verna;130921-06;Snowbed;2;25;17;68;6;35.29;0;29.41;5.88;5.88;0;5.88;29/09/2021;19/09/2022;NA;NA;NA;100;0.65
Gentiana verna;130921-06;Snowbed;3;25;21;84;1;4.76;0;4.76;0;0;0;0;29/09/2021;19/09/2022;NA;NA;NA;100;0
Gentiana verna;130921-06;Snowbed;4;23;15;65.22;1;6.67;0;6.67;0;0;0;0;29/09/2021;19/09/2022;NA;NA;NA;100;0
Gentiana verna;140921-06;Fellfield;1;25;20;80;0;0;0;0;0;0;0;0;08/10/2021;19/09/2022;NA;NA;NA;0;0
Gentiana verna;140921-06;Fellfield;2;24;17;70.83;1;5.88;0;0;5.88;0;5.88;0;08/10/2021;19/09/2022;NA;NA;NA;100;0
Gentiana verna;140921-06;Fellfield;3;25;17;68;0;0;0;0;0;0;0;0;08/10/2021;19/09/2022;NA;NA;NA;0;0
Gentiana verna;140921-06;Fellfield;4;25;21;84;0;0;0;0;0;0;0;0;08/10/2021;19/09/2022;NA;NA;NA;0;0
Gentiana verna;140921-06;Snowbed;1;25;19;76;0;0;0;0;0;0;0;0;08/10/2021;19/09/2022;NA;NA;NA;0;0
Gentiana verna;140921-06;Snowbed;2;25;19;76;1;5.26;0;5.26;0;0;0;0;08/10/2021;19/09/2022;NA;NA;NA;100;0
Gentiana verna;140921-06;Snowbed;3;25;21;84;0;0;0;0;0;0;0;0;08/10/2021;19/09/2022;NA;NA;NA;0;0
Gentiana verna;140921-06;Snowbed;4;25;19;76;0;0;0;0;0;0;0;0;08/10/2021;19/09/2022;NA;NA;NA;0;0
Gentianella campestris;300921-03;Fellfield;1;25;25;100;0;0;0;0;0;0;0;0;13/10/2021;19/09/2022;NA;NA;NA;0;0
Gentianella campestris;300921-03;Fellfield;2;25;25;100;0;0;0;0;0;0;0;0;13/10/2021;19/09/2022;NA;NA;NA;0;0
Gentianella campestris;300921-03;Fellfield;3;25;22;88;0;0;0;0;0;0;0;0;13/10/2021;19/09/2022;NA;NA;NA;0;0
Gentianella campestris;300921-03;Fellfield;4;25;25;100;0;0;0;0;0;0;0;0;13/10/2021;19/09/2022;NA;NA;NA;0;0
Gentianella campestris;300921-03;Snowbed;1;25;25;100;0;0;0;0;0;0;0;0;13/10/2021;19/09/2022;NA;NA;NA;0;0
Gentianella campestris;300921-03;Snowbed;2;25;25;100;0;0;0;0;0;0;0;0;13/10/2021;19/09/2022;NA;NA;NA;0;0
Gentianella campestris;300921-03;Snowbed;3;25;25;100;0;0;0;0;0;0;0;0;13/10/2021;19/09/2022;NA;NA;NA;0;0
Gentianella campestris;300921-03;Snowbed;4;25;25;100;0;0;0;0;0;0;0;0;13/10/2021;19/09/2022;NA;NA;NA;0;0
Gypsophila repens;300821-10;Fellfield;1;25;15;60;15;100;13.33;0;66.67;20;66.67;20;22/09/2021;04/07/2022;233.5;12/05/2022;597;86.67;2.33
Gypsophila repens;300821-10;Fellfield;2;25;10;40;10;100;30;0;70;0;70;0;22/09/2021;23/05/2022;229;08/05/2022;563;70;1.846
Gypsophila repens;300821-10;Fellfield;3;25;15;60;15;100;13.33;0;53.33;33.33;80;6.67;22/09/2021;27/06/2022;237.75;16/05/2022;632;86.67;3.057
Gypsophila repens;300821-10;Fellfield;4;23;18;78.26;14;77.78;27.78;0;44.44;5.56;44.44;5.56;22/09/2021;19/09/2022;236;15/05/2022;622.5;64.28;2.067
Gypsophila repens;300821-10;Snowbed;1;23;20;86.96;20;100;0;0;0;100;0;100;22/09/2021;20/07/2022;296.8823529;14/07/2022;711.5;100;0.61
Gypsophila repens;300821-10;Snowbed;2;25;14;56;14;100;0;0;7.14;92.86;0;100;22/09/2021;13/07/2022;287.875;05/07/2022;584;100;1.264
Gypsophila repens;300821-10;Snowbed;3;25;19;76;19;100;0;0;31.58;68.42;0;100;22/09/2021;13/07/2022;284.0833333;02/07/2022;545;100;1.581
Gypsophila repens;300821-10;Snowbed;4;25;20;80;20;100;0;0;85;15;0;100;22/09/2021;13/07/2022;277.5294118;25/06/2022;462.5;100;0.748
Gypsophila repens;310821-08;Fellfield;1;25;23;92;23;100;8.7;0;82.61;4.35;86.96;4.35;24/09/2021;13/09/2022;229.625;10/05/2022;555;91.3;2.131
Gypsophila repens;310821-08;Fellfield;2;25;24;96;24;100;0;0;91.67;8.33;91.67;8.33;24/09/2021;01/08/2022;229.5;10/05/2022;555;100;1.797
Gypsophila repens;310821-08;Fellfield;3;25;23;92;22;95.65;34.78;0;56.52;4.35;56.52;4.35;24/09/2021;19/09/2022;217.375;28/04/2022;482.5;63.64;2.309
Gypsophila repens;310821-08;Fellfield;4;25;22;88;22;100;13.64;0;68.18;18.18;72.73;13.64;24/09/2021;04/07/2022;229.3333333;10/05/2022;555;86.36;2.423
Gypsophila repens;310821-08;Snowbed;1;25;25;100;23;92;0;4;40;48;0;88;24/09/2021;19/09/2022;281.5;01/07/2022;516;100;2.143
Gypsophila repens;310821-08;Snowbed;2;25;24;96;24;100;4.17;8.33;62.5;20.83;4.17;83.33;24/09/2021;07/09/2022;274.7272727;24/06/2022;435;95.83;2.385
Gypsophila repens;310821-08;Snowbed;3;25;24;96;23;95.83;4.17;0;50;41.67;0;91.67;24/09/2021;19/09/2022;277.1428571;27/06/2022;468;95.65;2.453
Gypsophila repens;310821-08;Snowbed;4;25;22;88;22;100;0;4.55;77.27;18.18;4.54;90.91;24/09/2021;20/07/2022;274.7692308;24/06/2022;435;100;1.966
Helianthemum canum;300821-05;Fellfield;1;25;23;92;7;30.43;13.04;0;4.35;4.35;8.7;8.7;21/09/2021;19/09/2022;NA;NA;NA;57.15;2.522
Helianthemum canum;300821-05;Fellfield;2;25;18;72;9;50;33.33;0;16.67;0;16.67;0;21/09/2021;19/09/2022;237;15/05/2022;635;33.34;0.918
Helianthemum canum;300821-05;Fellfield;3;25;22;88;11;50;40.91;0;4.55;4.55;4.55;4.55;21/09/2021;19/09/2022;321;07/08/2022;1853;18.18;1.278
Helianthemum canum;300821-05;Fellfield;4;25;24;96;8;33.33;20.83;0;12.5;0;12.5;0;21/09/2021;19/09/2022;NA;NA;NA;37.5;1.75
Helianthemum canum;300821-05;Snowbed;1;25;18;72;6;33.33;11.11;0;11.11;11.11;0;22.22;21/09/2021;19/09/2022;NA;NA;NA;66.67;1.918
Helianthemum canum;300821-05;Snowbed;2;25;18;72;6;33.33;16.67;0;16.67;0;5.56;11.11;21/09/2021;19/09/2022;NA;NA;NA;49.98;2.252
Helianthemum canum;300821-05;Snowbed;3;25;22;88;6;27.27;18.18;0;9.09;0;4.55;4.55;21/09/2021;19/09/2022;NA;NA;NA;33.33;1.918
Helianthemum canum;300821-05;Snowbed;4;25;19;76;6;31.58;15.79;0;10.53;5.26;5.26;10.53;21/09/2021;19/09/2022;NA;NA;NA;50;2.252
Helianthemum canum;310821-05;Fellfield;1;25;19;76;3;15.79;0;0;0;15.79;0;15.79;24/09/2021;19/09/2022;NA;NA;NA;100;1.585
Helianthemum canum;310821-05;Fellfield;2;25;19;76;5;26.32;26.32;0;0;0;0;0;24/09/2021;19/09/2022;NA;NA;NA;0;1.371
Helianthemum canum;310821-05;Fellfield;3;25;19;76;2;10.53;10.53;0;0;0;0;0;24/09/2021;19/09/2022;NA;NA;NA;0;0
Helianthemum canum;310821-05;Fellfield;4;25;21;84;4;19.05;9.52;0;4.76;4.76;4.76;4.76;24/09/2021;19/09/2022;NA;NA;NA;50.03;2
Helianthemum canum;310821-05;Snowbed;1;25;24;96;0;0;0;0;0;0;0;0;24/09/2021;19/09/2022;NA;NA;NA;0;0
Helianthemum canum;310821-05;Snowbed;2;25;20;80;4;20;0;15;0;5;0;5;24/09/2021;19/09/2022;NA;NA;NA;100;1.2
Helianthemum canum;310821-05;Snowbed;3;25;16;64;1;6.25;0;0;6.25;0;0;6.25;24/09/2021;19/09/2022;NA;NA;NA;100;0
Helianthemum canum;310821-05;Snowbed;4;25;22;88;5;22.73;18.18;0;4.55;0;4.55;0;24/09/2021;19/09/2022;NA;NA;NA;20.02;1.371
Helianthemum urrielense;130921-05;Fellfield;1;25;6;24;2;33.33;16.67;0;0;0;0;16.67;29/09/2021;19/09/2022;NA;NA;NA;49.98;1
Helianthemum urrielense;130921-05;Fellfield;2;25;5;20;2;40;40;0;0;0;0;0;29/09/2021;19/09/2022;NA;NA;NA;0;0
Helianthemum urrielense;130921-05;Fellfield;3;25;3;12;1;33.33;33.33;0;0;0;0;0;29/09/2021;19/09/2022;NA;NA;NA;0;0
Helianthemum urrielense;130921-05;Fellfield;4;25;2;8;1;50;50;0;0;0;0;0;29/09/2021;19/09/2022;15;13/10/2021;163;0;0
Helianthemum urrielense;130921-05;Snowbed;1;25;1;4;0;0;0;0;0;0;0;0;29/09/2021;19/09/2022;NA;NA;NA;0;0
Helianthemum urrielense;130921-05;Snowbed;2;25;1;4;1;100;100;0;0;0;0;0;29/09/2021;19/09/2022;22;20/10/2021;142;0;0
Helianthemum urrielense;130921-05;Snowbed;3;25;4;16;3;75;75;0;0;0;0;0;29/09/2021;19/09/2022;10;08/10/2021;72.5;0;0
Helianthemum urrielense;130921-05;Snowbed;4;24;4;16.67;1;25;25;0;0;0;0;0;29/09/2021;19/09/2022;NA;NA;NA;0;0
Helianthemum urrielense;140921-04;Fellfield;1;23;1;4.35;1;100;100;0;0;0;0;0;05/10/2021;18/10/2021;6.5;10/10/2021;66;0;0
Helianthemum urrielense;140921-04;Fellfield;2;25;5;20;5;100;100;0;0;0;0;0;05/10/2021;11/11/2021;20.52083333;24/10/2021;185;0;1.371
Helianthemum urrielense;140921-04;Fellfield;3;25;1;4;1;100;100;0;0;0;0;0;05/10/2021;18/10/2021;6.5;10/10/2021;66;0;0
Helianthemum urrielense;140921-04;Fellfield;4;25;2;8;2;100;100;0;0;0;0;0;05/10/2021;02/11/2021;13;17/10/2021;132.5;0;1
Helianthemum urrielense;140921-04;Snowbed;1;25;1;4;1;100;100;0;0;0;0;0;05/10/2021;18/10/2021;6.5;10/10/2021;42;0;0
Helianthemum urrielense;140921-04;Snowbed;2;25;2;8;2;100;100;0;0;0;0;0;05/10/2021;02/11/2021;20.52083333;24/10/2021;115.5;0;0
Helianthemum urrielense;140921-04;Snowbed;3;25;1;4;1;100;100;0;0;0;0;0;05/10/2021;18/10/2021;6.5;10/10/2021;42;0;0
Helianthemum urrielense;140921-04;Snowbed;4;25;3;12;3;100;100;0;0;0;0;0;05/10/2021;02/11/2021;20.52083333;24/10/2021;115.5;0;0
Helictochloa marginata;240821-06;Fellfield;1;15;2;13.33;2;100;0;0;100;0;100;0;16/09/2021;30/05/2022;252.5;25/05/2022;800;100;0
Helictochloa marginata;240821-06;Fellfield;2;15;2;13.33;2;100;50;0;50;0;50;0;16/09/2021;30/05/2022;33;18/10/2021;375;50;1
Helictochloa marginata;240821-06;Snowbed;1;15;4;26.67;4;100;0;25;0;75;0;75;16/09/2021;06/07/2022;288.3333333;30/06/2022;580;100;0.811
Helictochloa marginata;240821-06;Snowbed;2;15;1;6.67;1;100;100;0;0;0;0;0;16/09/2021;08/11/2021;43.02083333;28/10/2021;290.5;0;0
Helictotrichon sedenense;300821-09;Fellfield;1;25;4;16;4;100;0;0;100;0;100;0;21/09/2021;16/05/2022;230;08/05/2022;575.5;100;1
Helictotrichon sedenense;300821-09;Fellfield;2;24;3;12.5;3;100;0;0;100;0;100;0;21/09/2021;16/05/2022;233.5;11/05/2022;601;100;0
Helictotrichon sedenense;300821-09;Fellfield;3;23;4;17.39;4;100;0;0;100;0;100;0;21/09/2021;16/05/2022;230;08/05/2022;575.5;100;1
Helictotrichon sedenense;300821-09;Fellfield;4;21;3;14.29;3;100;33.33;0;66.67;0;66.67;0;21/09/2021;09/05/2022;224.75;02/05/2022;539.5;66.67;0.918
Helictotrichon sedenense;300821-09;Snowbed;1;24;5;20.83;5;100;0;100;0;0;0;0;21/09/2021;11/05/2022;231.5;09/05/2022;285.5;100;0
Helictotrichon sedenense;300821-09;Snowbed;2;24;3;12.5;3;100;0;100;0;0;0;0;21/09/2021;11/05/2022;231.5;09/05/2022;285.5;100;0
Helictotrichon sedenense;300821-09;Snowbed;3;22;5;22.73;5;100;0;80;0;20;0;20;21/09/2021;06/07/2022;231.625;09/05/2022;285.5;100;0.722
Helictotrichon sedenense;300821-09;Snowbed;4;24;7;29.17;7;100;0;71.43;14.29;14.29;0;28.57;21/09/2021;20/07/2022;231.7;09/05/2022;285.5;100;1.149
Iberis carnosa;130921-12;Fellfield;1;25;20;80;20;100;90;0;0;10;0;10;30/09/2021;15/08/2022;8.75;07/10/2021;90;10;1.022
Iberis carnosa;130921-12;Fellfield;2;25;24;96;22;91.67;83.33;0;0;4.17;0;8.33;30/09/2021;19/09/2022;8.842105263;07/10/2021;90;9.1;0.791
Iberis carnosa;130921-12;Fellfield;3;25;25;100;21;84;72;0;0;4;0;12;30/09/2021;19/09/2022;9.722222222;08/10/2021;101;14.29;0.818
Iberis carnosa;130921-12;Fellfield;4;25;25;100;23;92;64;0;4;24;8;20;30/09/2021;19/09/2022;10.9375;09/10/2021;112;30.43;1.567
Iberis carnosa;130921-12;Snowbed;1;25;23;92;23;100;17.39;0;0;65.22;0;82.61;30/09/2021;19/09/2022;327.75;22/08/2022;1232;82.61;2.492
