species;code;incubator;petridish;total;viable;viablePER;seeds_germ;germPER;Mid_nov;Winter_germ;spring_germ;summer_germ;Mid_june;Mid_sep;datesow;datelast;t50lm;date50;HS;coldstratgerm;Uncertainty
Sempervivum arachnoideo;230921-02;Snowbed;1;25;21;84;19;90.48;0;0;52.38;85.71;0;90.48;13/10/2021;19/09/2022;259.7;28/06/2022;341;100;1.683
Sempervivum arachnoideo;230921-02;Snowbed;2;25;23;92;22;95.65;0;0;47.83;69.57;0;95.65;13/10/2021;19/09/2022;260.35;29/06/2022;353;100;1.717
Sempervivum arachnoideo;230921-02;Snowbed;3;25;20;80;19;95;0;0;65;80;0;95;13/10/2021;19/09/2022;258.2;27/06/2022;329;100;1.638
Sempervivum arachnoideo;230921-02;Snowbed;4;25;21;84;16;76.19;0;0;52.38;76.19;0;76.19;13/10/2021;19/09/2022;259.7272727;28/06/2022;341;100;0.896
Sempervivum arachnoideo;230921-04;Fellfield;1;25;21;84;21;100;0;0;100;0;100;0;13/10/2021;24/05/2022;210.1666667;10/05/2022;341;100;1.776
Sempervivum arachnoideo;230921-04;Fellfield;2;25;24;96;22;91.67;0;0;91.67;0;91.67;0;13/10/2021;19/09/2022;211.3333333;11/05/2022;349.5;100;1.981
Sempervivum arachnoideo;230921-04;Fellfield;3;25;25;100;25;100;0;0;100;0;100;0;13/10/2021;24/05/2022;212.5;12/05/2022;358;100;1.791
Sempervivum arachnoideo;230921-04;Fellfield;4;25;23;92;22;95.65;0;0;91.3;8.7;91.3;4.35;13/10/2021;19/09/2022;211.7222222;11/05/2022;349.5;100;2.151
Sempervivum arachnoideo;230921-04;Snowbed;1;25;24;96;10;41.67;0;0;29.17;33.33;0;41.67;13/10/2021;19/09/2022;NA;NA;NA;100;1.485
Sempervivum arachnoideo;230921-04;Snowbed;2;25;18;72;13;72.22;0;0;27.78;66.67;0;72.22;13/10/2021;19/09/2022;263.5;02/07/2022;389;100;1.239
Sempervivum arachnoideo;230921-04;Snowbed;3;25;24;96;20;83.33;0;0;50;75;0;83.33;13/10/2021;19/09/2022;260;29/06/2022;353;100;1.685
Sempervivum arachnoideo;230921-04;Snowbed;4;25;21;84;20;95.24;0;0;80.95;71.43;0;95.24;13/10/2021;19/09/2022;256.75;25/06/2022;306.5;100;1.353
Sesleria caerula;310821-03;Fellfield;1;25;22;88;22;100;86.36;4.55;4.55;0;4.54;4.55;22/09/2021;13/09/2022;28.93333333;19/10/2021;301.5;13.64;1.432
Sesleria caerula;310821-03;Fellfield;2;25;18;72;18;100;88.89;5.56;5.56;0;5.55;0;22/09/2021;23/05/2022;25.23076923;16/10/2021;277;11.11;1.386
Sesleria caerula;310821-03;Fellfield;3;25;17;68;17;100;100;0;0;0;0;0;22/09/2021;26/10/2021;23.23333333;14/10/2021;258;0;0.523
Sesleria caerula;310821-03;Fellfield;4;25;18;72;18;100;100;0;0;0;0;0;22/09/2021;08/11/2021;22.91666667;13/10/2021;248.5;0;1.224
Sesleria caerula;310821-03;Snowbed;1;24;16;66.67;15;93.75;31.25;18.75;0;43.75;0;43.75;22/09/2021;19/09/2022;231;10/05/2022;277;66.67;2.873
Sesleria caerula;310821-03;Snowbed;2;25;16;64;15;93.75;25;25;0;43.75;0;43.75;22/09/2021;19/09/2022;231;10/05/2022;277;73.33;2.44
Sesleria caerula;310821-03;Snowbed;3;25;22;88;22;100;36.36;9.09;4.55;45.45;0;54.55;22/09/2021;07/09/2022;274;22/06/2022;431;63.64;2.652
Sesleria caerula;310821-03;Snowbed;4;25;15;60;15;100;53.33;13.33;6.67;26.67;0;33.33;22/09/2021;27/07/2022;45.7375;05/11/2021;254.5;46.67;2.549
Silene acaulis;130921-07;Fellfield;1;25;21;84;13;61.9;14.29;0;0;38.1;0;47.62;30/09/2021;19/09/2022;331.25;26/08/2022;2084.5;76.91;2.873
Silene acaulis;130921-07;Fellfield;2;25;21;84;6;28.57;19.05;0;0;9.52;4.76;4.76;30/09/2021;19/09/2022;NA;NA;NA;33.32;1.252
Silene acaulis;130921-07;Fellfield;3;25;23;92;17;73.91;0;0;8.7;65.22;13.04;60.87;30/09/2021;19/09/2022;295.5;21/07/2022;1437.5;100;2.461
Silene acaulis;130921-07;Fellfield;4;25;20;80;16;80;10;0;5;65;10;60;30/09/2021;19/09/2022;285;11/07/2022;1263.5;87.5;2.608
Silene acaulis;130921-07;Snowbed;1;25;21;84;6;28.57;9.52;0;0;19.05;0;19.05;30/09/2021;19/09/2022;NA;NA;NA;66.68;1.918
Silene acaulis;130921-07;Snowbed;2;25;24;96;8;33.33;0;8.33;12.5;25;0;25;30/09/2021;19/09/2022;NA;NA;NA;100;1.906
Silene acaulis;130921-07;Snowbed;3;25;21;84;9;42.86;0;9.52;4.76;28.57;0;33.33;30/09/2021;19/09/2022;NA;NA;NA;100;2.419
Silene acaulis;130921-07;Snowbed;4;25;23;92;6;26.09;4.35;0;0;21.74;0;21.74;30/09/2021;19/09/2022;NA;NA;NA;83.33;2.252
Silene acaulis;140921-03;Fellfield;1;25;14;56;4;28.57;0;0;0;21.43;0;28.57;05/10/2021;19/09/2022;NA;NA;NA;100;1.5
Silene acaulis;140921-03;Fellfield;2;24;13;54.17;5;38.46;7.69;0;7.69;23.08;7.69;23.08;05/10/2021;19/09/2022;NA;NA;NA;80.01;1.371
Silene acaulis;140921-03;Fellfield;3;25;17;68;5;29.41;0;0;0;29.41;0;29.41;05/10/2021;19/09/2022;NA;NA;NA;100;0.722
Silene acaulis;140921-03;Fellfield;4;25;21;84;9;42.86;0;0;9.52;38.1;9.52;33.33;05/10/2021;19/09/2022;NA;NA;NA;100;2.725
Silene acaulis;140921-03;Snowbed;1;25;22;88;4;18.18;0;0;0;18.18;0;18.18;05/10/2021;19/09/2022;NA;NA;NA;100;1
Silene acaulis;140921-03;Snowbed;2;25;20;80;5;25;10;0;0;15;0;15;05/10/2021;19/09/2022;NA;NA;NA;60;0.971
Silene acaulis;140921-03;Snowbed;3;25;20;80;10;50;0;0;5;50;0;50;05/10/2021;19/09/2022;288;19/07/2022;684.5;100;1.361
Silene acaulis;140921-03;Snowbed;4;25;21;84;10;47.62;0;0;9.52;47.62;0;47.62;05/10/2021;19/09/2022;NA;NA;NA;100;2.171
Silene ciliata;140921-09;Fellfield;1;25;23;92;19;82.61;13.04;0;69.57;0;69.57;0;08/10/2021;19/09/2022;207.875;02/05/2022;340;84.21;2.234
Silene ciliata;140921-09;Fellfield;2;25;22;88;22;100;27.27;0;72.73;0;72.73;0;08/10/2021;17/05/2022;200;25/04/2022;307;72.73;2.322
Silene ciliata;140921-09;Fellfield;3;25;24;96;19;79.17;12.5;0;62.5;4.17;66.67;0;08/10/2021;19/09/2022;205.25;30/04/2022;329.5;84.21;2.629
Silene ciliata;140921-09;Fellfield;4;25;21;84;19;90.48;28.57;0;61.9;0;61.9;0;08/10/2021;19/09/2022;197.9;22/04/2022;293.5;68.42;2.65
Silene ciliata;140921-09;Snowbed;1;25;24;96;16;66.67;4.17;25;37.5;0;20.83;16.67;08/10/2021;19/09/2022;251;15/06/2022;250.5;93.75;2.352
Silene ciliata;140921-09;Snowbed;2;25;21;84;15;71.43;4.76;14.29;47.62;4.76;23.81;28.57;08/10/2021;19/09/2022;253.4;17/06/2022;263.5;93.34;2.466
Silene ciliata;140921-09;Snowbed;3;25;22;88;15;68.18;4.55;4.55;50;13.64;9.09;50;08/10/2021;19/09/2022;258;22/06/2022;308;93.33;2.307
Silene ciliata;140921-09;Snowbed;4;25;15;60;15;100;0;13.33;80;6.67;40;46.67;08/10/2021;07/07/2022;250.125;14/06/2022;244;100;2.073
Silene ciliata;230921-01;Fellfield;1;25;24;96;17;70.83;0;0;70.83;0;70.83;0;13/10/2021;19/09/2022;206.2;06/05/2022;312;100;1.221
Silene ciliata;230921-01;Fellfield;2;25;24;96;24;100;4.17;0;95.83;0;95.83;0;13/10/2021;24/05/2022;196.1666667;26/04/2022;259.5;95.83;2.333
Silene ciliata;230921-01;Fellfield;3;25;21;84;19;90.48;4.76;0;85.71;0;85.71;0;13/10/2021;19/09/2022;189.75;19/04/2022;228;94.74;1.063
Silene ciliata;230921-01;Fellfield;4;25;24;96;24;100;0;0;91.67;8.33;91.67;8.33;13/10/2021;29/08/2022;194;24/04/2022;250.5;100;1.833
Silene ciliata;230921-01;Snowbed;1;25;21;84;17;80.95;0;4.76;71.43;9.52;61.91;14.29;13/10/2021;19/09/2022;243.9583333;12/06/2022;198;100;1.557
Silene ciliata;230921-01;Snowbed;2;25;22;88;22;100;0;13.64;86.36;18.18;54.54;31.82;13/10/2021;30/06/2022;242.5;11/06/2022;193;100;2.334
Silene ciliata;230921-01;Snowbed;3;25;24;96;24;100;0;12.5;87.5;0;75;12.5;13/10/2021;24/06/2022;240.75;09/06/2022;183;100;1.948
Silene ciliata;230921-01;Snowbed;4;25;20;80;19;95;0;5;85;5;75;15;13/10/2021;19/09/2022;243.2;12/06/2022;198;100;1.058
Silene ciliata;230921-03;Fellfield;1;25;23;92;20;86.96;0;0;78.26;4.35;78.26;8.7;13/10/2021;19/09/2022;206.5;06/05/2022;312;100;2.302
Silene ciliata;230921-03;Fellfield;2;25;25;100;23;92;0;0;92;4;92;0;13/10/2021;19/09/2022;202.5833333;02/05/2022;288;100;2.527
Silene ciliata;230921-03;Fellfield;3;25;25;100;20;80;0;0;80;0;80;0;13/10/2021;19/09/2022;200.25;30/04/2022;277.5;100;2.328
Silene ciliata;230921-03;Fellfield;4;25;25;100;25;100;0;0;100;0;100;0;13/10/2021;24/05/2022;195.5833333;25/04/2022;255;100;2.309
Silene ciliata;230921-03;Snowbed;1;25;25;100;24;96;0;0;96;4;92;4;13/10/2021;19/09/2022;241.6764706;10/06/2022;188;100;1.206
Silene ciliata;230921-03;Snowbed;2;25;24;96;24;100;4.17;12.5;83.33;0;79.17;4.17;13/10/2021;24/06/2022;231.2222222;31/05/2022;145.5;95.83;2.012
Silene ciliata;230921-03;Snowbed;3;25;25;100;24;96;0;16;76;4;72;8;13/10/2021;19/09/2022;242.0882353;11/06/2022;193;100;1.356
Silene ciliata;230921-03;Snowbed;4;25;25;100;23;92;0;8;84;4;72;12;13/10/2021;19/09/2022;240.75;09/06/2022;183;100;1.56
Silene ciliata;300821-11;Fellfield;1;25;24;96;23;95.83;0;0;95.83;0;95.83;0;22/09/2021;19/09/2022;220.4444444;29/04/2022;512;100;2.067
Silene ciliata;300821-11;Fellfield;2;25;25;100;24;96;0;4;92;0;92;0;22/09/2021;19/09/2022;213.5416667;22/04/2022;480.5;100;2.261
Silene ciliata;300821-11;Fellfield;3;25;25;100;24;96;0;0;96;0;96;0;22/09/2021;19/09/2022;220.8333333;29/04/2022;512;100;2.147
Silene ciliata;300821-11;Fellfield;4;25;24;96;24;100;0;0;100;0;100;0;22/09/2021;23/05/2022;221.125;30/04/2022;516.5;100;2.084
Silene ciliata;300821-11;Snowbed;1;25;25;100;24;96;0;20;68;8;48;28;22/09/2021;19/09/2022;259.7;07/06/2022;329;100;2.616
Silene ciliata;300821-11;Snowbed;2;25;25;100;25;100;0;24;76;0;52;24;22/09/2021;29/06/2022;260.9444444;08/06/2022;334;100;2.463
Silene ciliata;300821-11;Snowbed;3;25;25;100;24;96;0;48;48;0;32;16;22/09/2021;19/09/2022;246.1666667;25/05/2022;286.5;100;2.388
Silene ciliata;300821-11;Snowbed;4;25;25;100;24;96;0;20;72;4;24;52;22/09/2021;19/09/2022;267;15/06/2022;373.5;100;2.111
Solidago virgaurea;240821-08;Fellfield;1;25;19;76;19;100;89.47;5.26;5.26;0;5.27;0;16/09/2021;18/04/2022;16.33333333;01/10/2021;201;10.53;1.483
Solidago virgaurea;240821-08;Fellfield;2;23;19;82.61;19;100;100;0;0;0;0;0;16/09/2021;19/10/2021;8.821428571;23/09/2021;106;0;0.831
Solidago virgaurea;240821-08;Fellfield;3;25;21;84;21;100;100;0;0;0;0;0;16/09/2021;19/10/2021;12.40909091;27/09/2021;155;0;0.998
Solidago virgaurea;240821-08;Fellfield;4;25;16;64;16;100;100;0;0;0;0;0;16/09/2021;19/10/2021;9.454545455;24/09/2021;118.5;0;0.896
Solidago virgaurea;240821-08;Snowbed;1;24;21;87.5;21;100;4.76;95.24;0;0;0;0;16/09/2021;25/05/2022;236.5588235;09/05/2022;336;95.24;0.857
Solidago virgaurea;240821-08;Snowbed;2;25;21;84;21;100;19.05;76.19;4.76;0;0;4.76;16/09/2021;23/06/2022;236.4333333;09/05/2022;336;80.95;1.506
Solidago virgaurea;240821-08;Snowbed;3;25;20;80;20;100;10;90;0;0;0;0;16/09/2021;18/05/2022;236.5333333;09/05/2022;336;90;1.154
Solidago virgaurea;240821-08;Snowbed;4;22;18;81.82;18;100;22.22;77.78;0;0;0;0;16/09/2021;25/05/2022;236.3846154;09/05/2022;336;77.78;1.233
Solidago virgaurea;250821-13;Fellfield;1;25;22;88;22;100;68.18;31.82;0;0;0;0;20/09/2021;11/04/2022;23.33333333;12/10/2021;264;31.82;1564
Solidago virgaurea;250821-13;Fellfield;2;25;25;100;25;100;68;32;0;0;0;0;20/09/2021;11/04/2022;15.17857143;04/10/2021;179;32;1.362
Solidago virgaurea;250821-13;Fellfield;3;25;23;92;23;100;65.22;26.09;8.7;0;8.69;0;20/09/2021;18/04/2022;22.7;11/10/2021;254.5;34.78;1.813
Solidago virgaurea;250821-13;Fellfield;4;25;22;88;22;100;86.36;13.64;0;0;0;0;20/09/2021;11/04/2022;11;30/09/2021;133.5;13.64;0.994
Solidago virgaurea;250821-13;Snowbed;1;24;9;37.5;9;100;11.11;66.67;22.22;0;22.22;0;20/09/2021;01/06/2022;238.25;15/05/2022;294;88.89;2.281
Solidago virgaurea;250821-13;Snowbed;2;25;17;68;17;100;5.88;82.35;11.76;0;11.77;0;20/09/2021;15/06/2022;232.8333333;09/05/2022;294;94.12;1.821
Solidago virgaurea;250821-13;Snowbed;3;25;19;76;19;100;21.05;57.89;21.05;0;21.06;0;20/09/2021;15/06/2022;232.55;09/05/2022;294;78.95;1.868
Solidago virgaurea;250821-13;Snowbed;4;22;9;40.91;9;100;0;88.89;11.11;0;11.11;0;20/09/2021;01/06/2022;232.6428571;09/05/2022;294;100;0.986
Spergula morisonii;150721-01;Fellfield;1;25;14;56;11;78.57;57.14;0;7.14;0;7.14;14.29;30/07/2021;19/09/2022;70;07/10/2021;1068;27.28;1.491
Spergula morisonii;150721-01;Fellfield;2;25;23;92;17;73.91;73.91;0;0;0;0;0;30/07/2021;19/09/2022;31.43333333;29/08/2021;527;0;0.523
Spergula morisonii;150721-01;Fellfield;3;25;19;76;16;84.21;84.21;0;0;0;0;0;30/07/2021;19/09/2022;25.96666667;23/08/2021;425;0;0.337
Spergula morisonii;150721-01;Fellfield;4;25;19;76;17;89.47;84.21;0;5.26;0;5.26;0;30/07/2021;19/09/2022;60.67857143;27/09/2021;955;5.88;0.834
Spergula morisonii;150721-01;Snowbed;1;25;21;84;15;71.43;71.43;0;0;0;0;0;30/07/2021;19/09/2022;35.875;02/09/2021;595;0;0.722
Spergula morisonii;150721-01;Snowbed;2;25;22;88;19;86.36;86.36;0;0;0;0;0;30/07/2021;19/09/2022;23.73684211;21/08/2021;391;0;0
Spergula morisonii;150721-01;Snowbed;3;24;21;87.5;21;100;100;0;0;0;0;0;30/07/2021;09/09/2021;20.5;18/08/2021;340;0;0
Spergula morisonii;150721-01;Snowbed;4;25;20;80;19;95;95;0;0;0;0;0;30/07/2021;19/09/2022;22.77777778;20/08/2021;374;0;0.297
Spergula morisonii;280721-01;Fellfield;1;17;9;52.94;5;55.56;44.44;0;0;0;0;11.11;30/07/2021;19/09/2022;413;15/09/2022;3386.5;20.01;0.722
Spergula morisonii;280721-01;Fellfield;2;17;9;52.94;7;77.78;66.67;0;0;0;0;11.11;30/07/2021;19/09/2022;36.9;03/09/2021;612;14.28;1.149
Spergula morisonii;280721-01;Fellfield;3;17;8;47.06;4;50;37.5;0;0;0;0;12.5;30/07/2021;19/09/2022;416;18/09/2022;3428.5;25;0.811
Spergula morisonii;280721-01;Fellfield;4;17;11;64.71;1;9.09;9.09;0;0;0;0;0;30/07/2021;19/09/2022;NA;NA;NA;0;0
Spergula morisonii;280721-01;Snowbed;1;17;7;41.18;6;85.71;85.71;0;0;0;0;0;30/07/2021;19/09/2022;23.91666667;21/08/2021;391;0;0
Spergula morisonii;280721-01;Snowbed;2;17;14;82.35;9;64.29;64.29;0;0;0;0;0;30/07/2021;19/09/2022;50.66666667;17/09/2021;789.5;0;0.918
Spergula morisonii;280721-01;Snowbed;3;17;11;64.71;4;36.36;36.36;0;0;0;0;0;30/07/2021;19/09/2022;NA;NA;NA;0;0.811
Spergula morisonii;280721-01;Snowbed;4;17;9;52.94;5;55.56;55.56;0;0;0;0;0;30/07/2021;19/09/2022;65.16666667;02/10/2021;915;0;0.971
Thymus praecox;110821-05;Fellfield;1;25;19;76;18;94.74;89.47;0;5.26;0;5.26;0;07/09/2021;19/09/2022;15.0625;21/09/2021;219;5.56;1.503
Thymus praecox;110821-05;Fellfield;2;25;11;44;11;100;81.82;0;0;18.18;0;18.18;07/09/2021;27/06/2022;26.5;02/10/2021;350.5;18.18;0.866
Thymus praecox;110821-05;Fellfield;3;25;18;72;18;100;77.78;0;16.67;5.56;22.22;0;07/09/2021;06/06/2022;23.5;29/09/2021;316;22.22;1.769
Thymus praecox;110821-05;Fellfield;4;25;17;68;17;100;76.47;0;17.65;5.88;17.65;5.88;07/09/2021;08/08/2022;9.444444444;15/09/2021;138;23.53;2.13
Thymus praecox;110821-05;Snowbed;1;25;23;92;23;100;34.78;8.7;39.13;13.04;8.69;47.83;07/09/2021;07/09/2022;270.5;03/06/2022;480.5;65.22;2.964
Thymus praecox;110821-05;Snowbed;2;25;18;72;18;100;61.11;0;27.78;0;16.67;22.22;07/09/2021;07/09/2022;30.25;06/10/2021;284.5;38.89;2.239
Thymus praecox;110821-05;Snowbed;3;25;22;88;22;100;36.36;4.55;31.82;22.73;9.09;50;07/09/2021;07/09/2022;281;14/06/2022;535.5;63.64;2.902
Thymus praecox;110821-05;Snowbed;4;25;9;36;9;100;55.56;0;22.22;22.22;22.22;22.22;07/09/2021;20/07/2022;33.625;09/10/2021;305.5;44.44;2.059
Thymus praecox;120821-06;Fellfield;1;25;25;100;25;100;100;0;0;0;0;0;07/09/2021;14/10/2021;9.615384615;15/09/2021;138;0;0.999
Thymus praecox;120821-06;Fellfield;2;25;25;100;25;100;100;0;0;0;0;0;07/09/2021;14/10/2021;9.615384615;15/09/2021;138;0;0.999
Thymus praecox;120821-06;Fellfield;3;25;22;88;21;95.45;95.45;0;0;0;0;0;07/09/2021;19/09/2022;6.875;12/09/2021;96;0;0.792
Thymus praecox;120821-06;Fellfield;4;25;18;72;18;100;100;0;0;0;0;0;07/09/2021;14/10/2021;10;16/09/2021;152;0;1
Thymus praecox;120821-06;Snowbed;1;25;25;100;25;100;96;0;4;0;4;0;07/09/2021;15/06/2022;8.333333333;14/09/2021;99;4;1.34
Thymus praecox;120821-06;Snowbed;2;24;24;100;24;100;91.67;0;0;8.33;0;8.33;07/09/2021;13/07/2022;7.058823529;13/09/2021;88.5;8.33;1.123
Thymus praecox;120821-06;Snowbed;3;25;22;88;22;100;95.45;0;0;4.55;0;4.55;07/09/2021;06/07/2022;12.7;18/09/2021;141;4.55;1.439
Thymus praecox;120821-06;Snowbed;4;25;23;92;23;100;73.91;0;8.7;17.39;0;26.09;07/09/2021;13/07/2022;23.5;29/09/2021;233.5;26.09;1.901
Thymus praecox;130921-10;Fellfield;1;25;18;72;18;100;5.56;0;44.44;50;77.78;16.67;30/09/2021;26/07/2022;236;23/05/2022;602;94.44;2.525
Thymus praecox;130921-10;Fellfield;2;25;14;56;14;100;35.71;0;50;14.29;57.14;7.14;30/09/2021;19/07/2022;230.1666667;17/05/2022;544.5;64.29;2.217
Thymus praecox;130921-10;Fellfield;3;25;16;64;16;100;6.25;0;56.25;43.75;75;18.75;30/09/2021;19/07/2022;234.6;21/05/2022;582.5;93.75;2.68
Thymus praecox;130921-10;Fellfield;4;25;20;80;19;95;30;0;60;5;65;0;30/09/2021;13/09/2022;230.4;17/05/2022;544.5;68.42;2.039
Thymus praecox;130921-10;Snowbed;1;25;16;64;16;100;0;0;31.25;93.75;6.25;93.75;30/09/2021;08/08/2022;276;02/07/2022;480;100;2.147
Thymus praecox;130921-10;Snowbed;2;25;19;76;18;94.74;5.26;0;21.05;84.21;5.26;84.21;30/09/2021;19/09/2022;281.3125;07/07/2022;546;94.45;2.308
Thymus praecox;130921-10;Snowbed;3;25;17;68;17;100;0;0;17.65;94.12;5.88;94.12;30/09/2021;22/08/2022;278.5;04/07/2022;505.5;100;2.343
Thymus praecox;130921-10;Snowbed;4;20;17;85;17;100;0;0;23.53;94.12;0;100;30/09/2021;29/08/2022;278.25;04/07/2022;505.5;100;2.38
Thymus praecox;300821-07;Fellfield;1;25;22;88;21;95.45;86.36;0;4.55;4.55;9.09;0;21/09/2021;19/09/2022;10.35294118;30/09/2021;121;9.52;1.083
Thymus praecox;300821-07;Fellfield;2;25;23;92;23;100;86.96;0;13.04;0;13.04;0;21/09/2021;23/05/2022;10.82352941;30/09/2021;121;13.04;1.209
Thymus praecox;300821-07;Fellfield;3;25;21;84;21;100;80.95;0;14.29;4.76;14.29;4.76;21/09/2021;27/06/2022;12;02/10/2021;144;19.05;1.532
Thymus praecox;300821-07;Fellfield;4;25;23;92;23;100;86.96;4.35;8.7;0;8.69;0;21/09/2021;16/05/2022;9.684210526;29/09/2021;109.5;13.04;0.927
Thymus praecox;300821-07;Snowbed;1;25;18;72;18;100;0;0;100;0;27.78;72.22;21/09/2021;29/06/2022;270.2;17/06/2022;395;100;1.415
Thymus praecox;300821-07;Snowbed;2;25;21;84;21;100;0;0;85.71;14.29;28.57;71.43;21/09/2021;20/07/2022;275.375;22/06/2022;439.5;100;2.13
Thymus praecox;300821-07;Snowbed;3;24;18;75;18;100;0;0;94.44;5.56;33.33;66.67;21/09/2021;13/07/2022;269.6666667;16/06/2022;388.5;100;1.612
Thymus praecox;300821-07;Snowbed;4;24;19;79.17;18;94.74;0;0;68.42;26.32;36.84;57.89;21/09/2021;19/09/2022;270.3333333;17/06/2022;395;100;1.841
